Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Albania,ALB,Age dependency ratio (% of working-age population),SP.POP.DPND,49.4779086790466,48.1180582286677,47.033079896868,46.2566558556374,45.7746795115992,45.5504024648604,45.6450337108694,45.6820974885622,45.8100373938934,..
Albania,ALB,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,38.2297054454712,..,..,..,..,..,..,..
Albania,ALB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,36.2550631549433,..,..,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,1.45834,12.89966,..,..,..,..,..,..,..
Albania,ALB,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,..,..,..,..,..,..,82,..,..,..
Albania,ALB,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,1900,..,..,..,..,..,..
Albania,ALB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,99.9999999999642,99.9999999999643,..,..
Albania,ALB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,22.4550826095997,21.4713077137409,20.6005910580846,19.8562568229796,19.220282394292,18.6687276618372,18.383696445238,18.0283124879298,17.672873724304,..
Albania,ALB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.8995119780273,67.5137062451854,68.0118980294403,68.3729539670568,68.5990253098344,68.7047247322534,68.660092473838,68.6426142157412,68.5823903647225,..
Albania,ALB,"Population ages 65 and above, total",SP.POP.65UP.TO,310103,320007,330283,340775,351913,363733,372634,383005,393976,..
Albania,ALB,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1.37266441671358,1.51793669941457,1.65125616346642,1.772630664032,1.88527234995024,1.99244829610943,2.15654300301656,2.31017128610196,2.44807869374057,..
Albania,ALB,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,2.08700026863327,2.20745073220906,2.31810984248687,2.42789203965012,2.54414370894221,2.66907575958305,2.80214622859722,2.92383398334913,3.03395389713644,..
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,106.314635036496,106.02901459854,105.854051094891,105.660291970803,105.441751824818,105.135145985401,104.967189781022,104.870693430657,104.612262773723,..
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,..
Albania,ALB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,26.8964718440507,26.9245711988074,26.9370625997913,26.9777768076807,27.0449580674785,27.1560704332358,27.2514695756041,27.3479864857341,27.5063925379807,..
Albania,ALB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Population, total",SP.POP.TOTL,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,..
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,47.837,46.753,45.67,44.613,43.577,42.566,41.579,40.617,39.681,..
Albania,ALB,Rural population growth (annual %),SP.RUR.TOTL.ZG,-2.7432914932117,-2.56111169299469,-2.50885449397691,-2.5248646488424,-2.55658540421134,-2.63858844271517,-2.50593818481915,-2.43282532196503,-2.57812110197857,..
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.163,53.247,54.33,55.387,56.423,57.434,58.421,59.383,60.319,..
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,1.60937326447224,1.78778378467889,1.84837893643447,1.74363937043308,1.64611599636276,1.48476433256912,1.54401448032371,1.54128496391169,1.31716210445698,..
Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,18.0220121712647,17.4832338190971,16.5032748907978,18.3019409890441,18.5157960517393,17.5902282567496,18.8797443981357,18.6121797172505,..
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.2230368755483,2.82155873717815,1.58515488775825,1.1872054685296,1.98542608911822,2.51685221249549,3.48011700478818,3.91661197075454,4.40251487024605,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4094.36211924475,4437.17806741261,4247.61427862374,4413.0817427964,4578.66672031333,3952.82945832578,4124.10890718622,4532.89016212124,5268.84850355919,..
Albania,ALB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.163956102676714,0.17670047856532,0.1608275184568,0.165472454480176,0.175745946546153,..,..,..,..,..
Algeria,DZA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.11198868902637,8.21955943821732,8.33669511342277,8.48312864559405,8.68620464764509,8.96185243837827,9.26334759584305,9.62433381113148,10.0214421059224,..
Algeria,DZA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,40.5625468799053,40.99353529001,41.4415275629575,42.0140885268603,42.8229847868748,43.8759358654142,44.9206662313416,46.1796676623911,47.4865903381357,..
Algeria,DZA,Age dependency ratio (% of working-age population),SP.POP.DPND,48.6745355689317,49.2130947282274,49.7782226763803,50.4972171724543,51.5091894345198,52.8377883037925,54.1840138271847,55.8040014735226,57.508032444058,..
Algeria,DZA,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,..,..,..,..,..,..,55,..,..,..
Algeria,DZA,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,83.07031,83.17146,83.26935,83.36414,83.4694360969913,83.562293671602,83.6527818640751,83.7406026903617,..,..
Algeria,DZA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..,..
Algeria,DZA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.2827802855983,27.4731478805595,27.668593655102,27.9168533575905,28.2642818158154,28.7075181814349,29.1344524005489,29.6395901838038,30.1486785862257,..
Algeria,DZA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.2610138766069,67.018247644085,66.7653811888783,66.4464122345876,66.0025981091413,65.4288452547037,64.8575664184352,64.1832049427207,63.4888248687945,..
Algeria,DZA,"Population ages 65 and above, total",SP.POP.65UP.TO,1963004,2019534,2080797,2149858,2231542,2329507,2436321,2556696,2686782,..
Algeria,DZA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.836892171070889,0.89584180711461,0.951993218579722,1.00193102285009,1.04237975115555,1.0731916356603,1.11952987176337,1.15544946332181,1.18175549748212,..
Algeria,DZA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.978963342744489,1.03491843142149,1.08661057145894,1.13331807175157,1.1748706805664,1.2124462771781,1.2700368125818,1.31935594713476,1.36021372462712,..
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,15.1055341892902,15.3927145700202,15.6960402898721,16.0135581549623,16.3425424269652,16.680252672416,17.0259574932612,17.3777146120063,17.7300750711665,..
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.80501869558372,1.88331383359771,1.95141520944077,2.00272783896316,2.03359245164506,2.04538724285729,2.05135458384022,2.0449525028769,2.00737383000812,..
Algeria,DZA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,10.0086657270188,9.84666279425861,9.68408079367449,9.52268994660839,9.36407371680164,9.21012909912706,9.060914164541,8.91756334178298,8.78230990288061,..
Algeria,DZA,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,6.75985280226186,6.7189688436713,6.67378434992595,6.62550669725002,6.57554614494768,6.52519222891145,6.47483870102253,6.4252827513111,6.37850392208528,..
Algeria,DZA,"Population, total",SP.POP.TOTL,35977455,36661444,37383887,38140132,38923687,39728025,40551404,41389198,42228429,..
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,32.46,31.764,31.085,30.424,29.779,29.152,28.541,27.948,27.371,..
Algeria,DZA,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.370770542832764,-0.284186607638594,-0.209405059482675,-0.146629442102488,-0.109239829255659,-0.0826061897006335,-0.0668357018033298,-0.0546470557579523,-0.0787864813063178,..
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,..
Algeria,DZA,Urban population growth (annual %),SP.URB.GROW,2.86779845651849,2.90854154847896,2.94157361714409,2.95730778410233,2.95636557978189,2.93432016018453,2.91006802487874,2.87137414065366,2.80499567674668,..
Algeria,DZA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.74677646320451,0.980204694064881,1.40179670455345,0.761674962215693,1.71044951625483,1.60047829963847,1.10456792075573,-0.750499557879849,-0.615183264336011,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4480.72453900113,5455.74133764262,5592.32609806051,5499.58148704572,5493.02558996263,4177.86751715913,3946.4214445883,4044.29837226523,4114.71506136896,..
Algeria,DZA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.261756193930447,0.253375648341494,0.25789364478504,0.255034806458522,0.260745941243249,..,..,..,..,..
American Samoa,ASM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..,..
American Samoa,ASM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,280.395,278.795,278.335,278.565,278.955,279.06,278.705,278.1,277.325,..
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,-1.07129312461534,-0.572257860972145,-0.165132053391348,0.0826001124356282,0.139905317697601,0.0376333973958491,-0.127293769933909,-0.217311352480231,-0.279065761519574,..
American Samoa,ASM,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,56079,55759,55667,55713,55791,55812,55741,55620,55465,..
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,12.406,12.498,12.58,12.652,12.712,12.762,12.802,12.83,12.847,..
American Samoa,ASM,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.244060131195516,0.172339551487759,0.486688621699895,0.654713411835794,0.608162542022292,0.436159678425524,0.182341028149158,0,-0.140232809406397,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,..
American Samoa,ASM,Urban population growth (annual %),SP.URB.GROW,-1.1879003605147,-0.678162579462031,-0.258583680934158,0,0.0718958978413483,-0.0205364111289766,-0.172672561249544,-0.249255966476673,-0.299515834872394,..
American Samoa,ASM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.52429560889686,0.869269598167648,-4.23437728864654,-2.83679849163521,0.803753378222467,1.36590155070407,-2.64538324917581,-5.64961891041834,2.47043521275813,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,10271.2245225485,10294.3022651052,11568.7930012395,11505.3937142139,11507.2323493037,11843.3311832581,11696.9555623329,10823.4448040273,11466.6907058505,..
American Samoa,ASM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,5178,..,..,..,..,..
Andorra,AND,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.9566358235583,100,99.955997318409,97.6859593235148,16.5989802462163,90.8480627384849,17.4195577199093,17.8244594869492,..,..
Andorra,AND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,179.678723404255,178.185106382979,175.376595744681,171.859574468085,168.53829787234,165.98085106383,164.46170212766,163.831914893617,163.842553191489,..
Andorra,AND,Population growth (annual %),SP.POP.GROW,-0.0165766790187245,-0.834745268940163,-1.58872960217896,-2.02579215804424,-1.95147048010444,-1.52905843773571,-0.91946973790053,-0.383673622609079,0.00649321134981403,..
Andorra,AND,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,84449,83747,82427,80774,79213,78011,77297,77001,77006,..
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,11.181,11.274,11.369,11.463,11.559,11.655,11.752,11.85,11.938,..
Andorra,AND,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.818848622804324,0,-0.754800798240844,-1.20237626757766,-1.11866493755898,-0.701449610002347,-0.0880281746984704,0.450327522524326,0.742442541306233,..
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.819,88.726,88.631,88.537,88.441,88.345,88.248,88.15,88.062,..
Andorra,AND,Urban population growth (annual %),SP.URB.GROW,-0.12124847426588,-0.940319830382647,-1.69519738631477,-2.13190524405216,-2.0598021493967,-1.63772944347528,-1.02967394578401,-0.495265140972382,-0.092859413109399,..
Andorra,AND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.3431361112859,-3.84725320509853,-0.0396675503243245,2.4052918336043,4.2932041332308,2.39598860802923,2.83028426104667,2.11506015294789,1.6227466770119,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,39736.3540626699,41100.7299382214,38392.9439012206,40626.7516320228,42300.3341276669,36039.6534962289,37224.1089162924,39134.3933706717,42029.7627372989,..
Andorra,AND,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.66574437832991,4.6476362215512,4.62868342373987,4.60214018672371,4.5586959070841,4.49640300513132,4.46086782715692,4.40719429304328,4.34798471638409,..
Angola,AGO,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,92.9719699430693,93.3406630056452,93.5167638469585,93.5283379396114,93.3835096670823,93.0728356211535,92.8337202956647,92.4130335337176,91.8277557270262,..
Angola,AGO,Age dependency ratio (% of working-age population),SP.POP.DPND,97.6377143213992,97.9882992271964,98.1454472706984,98.1304781263351,97.9422055741664,97.5692386262848,97.2945881228216,96.8202278267608,96.1757404434103,..
Angola,AGO,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,2.6339,..,..,..,..,..
Angola,AGO,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,..,..,..,..,..,..,120,..,..,..
Angola,AGO,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,..,..,..,..,..,..,..,..,..,..
Angola,AGO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,24.13376,24.30969,26.2275810955141,26.3756679923904,26.5212733758645,26.6641825709428,..,..
Angola,AGO,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..,..
Angola,AGO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,47.0416136223261,47.1445349901888,47.1960194569596,47.2054250456675,47.1771593108235,47.108971147683,47.0533524343201,46.9530162996215,46.8089247095412,..
Angola,AGO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.5976302869905,50.5080352679062,50.4679776282642,50.4717924862605,50.5197967810515,50.6151669639,50.6856291078069,50.8077871356001,50.9747016426956,..
Angola,AGO,"Population ages 65 and above, total",SP.POP.65UP.TO,551384,568563,586522,604290,620481,634610,652134,667656,682859,..
Angola,AGO,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.19468751160787,0.205322433131376,0.211438273267796,0.212169015985244,0.206965323194647,0.195798145548001,0.204221751106011,0.208335042451791,0.2075326253215,..
Angola,AGO,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.280927282782966,0.295512695090805,0.303945693103551,0.306904242971688,0.305633198306542,0.30057185285092,0.318212101198075,0.331210656083146,0.337248804110499,..
